,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,Stock_Name
200,200,2020-07-20,96.417503,98.5,96.0625,98.357498,96.84877,90318000,AAPL
201,201,2020-07-21,99.172501,99.25,96.7425,97.0,95.512115,103433200,AAPL
202,202,2020-07-22,96.692497,97.974998,96.602501,97.272499,95.780426,89001600,AAPL
203,203,2020-07-23,96.997498,97.077499,92.010002,92.845001,91.420822,197004400,AAPL
204,204,2020-07-24,90.987503,92.970001,89.144997,92.614998,91.194359,185438800,AAPL
205,205,2020-07-27,93.709999,94.904999,93.480003,94.809998,93.35569,121214000,AAPL
206,206,2020-07-28,94.3675,94.550003,93.247498,93.252502,91.82209,103625600,AAPL
207,207,2020-07-29,93.75,95.230003,93.712502,95.040001,93.582169,90329200,AAPL
208,208,2020-07-30,94.1875,96.297501,93.767502,96.190002,94.714523,158130000,AAPL
209,209,2020-07-31,102.885002,106.415001,100.824997,106.260002,104.630058,374336800,AAPL
210,210,2020-08-03,108.199997,111.637497,107.892502,108.9375,107.266487,308151200,AAPL
211,211,2020-08-04,109.1325,110.790001,108.387497,109.665001,107.982834,173071600,AAPL
212,212,2020-08-05,109.377502,110.392502,108.897499,110.0625,108.374229,121776800,AAPL
213,213,2020-08-06,110.404999,114.412498,109.797501,113.902496,112.155327,202428800,AAPL
214,214,2020-08-07,113.205002,113.675003,110.292503,111.112503,109.605392,198045600,AAPL
215,215,2020-08-10,112.599998,113.775002,110.0,112.727501,111.198494,212403600,AAPL
216,216,2020-08-11,111.970001,112.482498,109.107498,109.375,107.891449,187902400,AAPL
217,217,2020-08-12,110.497498,113.275002,110.297501,113.010002,111.477158,165598000,AAPL
218,218,2020-08-13,114.43,116.042503,113.927498,115.010002,113.450027,210082000,AAPL
219,219,2020-08-14,114.830002,115.0,113.044998,114.907501,113.348915,165565200,AAPL
220,220,2020-08-17,116.0625,116.087502,113.962502,114.607498,113.052994,119561600,AAPL
221,221,2020-08-18,114.352501,116.0,114.0075,115.5625,113.995033,105633600,AAPL
222,222,2020-08-19,115.982498,117.162498,115.610001,115.707497,114.138062,145538000,AAPL
223,223,2020-08-20,115.75,118.392502,115.732498,118.275002,116.670746,126907200,AAPL
224,224,2020-08-21,119.262497,124.8675,119.25,124.370003,122.683075,338054800,AAPL
225,225,2020-08-24,128.697495,128.785004,123.9375,125.857498,124.150383,345937600,AAPL
226,226,2020-08-25,124.697502,125.18,123.052498,124.824997,123.131897,211495600,AAPL
227,227,2020-08-26,126.18,126.9925,125.082497,126.522499,124.806366,163022400,AAPL
228,228,2020-08-27,127.142502,127.485001,123.832497,125.010002,123.314392,155552400,AAPL
229,229,2020-08-28,126.012497,126.442497,124.577499,124.807503,123.114639,187630000,AAPL
230,230,2020-08-31,127.580002,131.0,126.0,129.039993,127.289726,225702700,AAPL
231,231,2020-09-01,132.759995,134.800003,130.529999,134.179993,132.360001,151948100,AAPL
232,232,2020-09-02,137.589996,137.979996,127.0,131.399994,129.617706,200119000,AAPL
233,233,2020-09-03,126.910004,128.839996,120.5,120.879997,119.240402,257599600,AAPL
234,234,2020-09-04,120.07,123.699997,110.889999,120.959999,119.319313,332607200,AAPL
235,235,2020-09-08,113.949997,118.989998,112.68,112.82,111.289726,231366600,AAPL
236,236,2020-09-09,117.260002,119.139999,115.260002,117.32,115.728699,176940500,AAPL
237,237,2020-09-10,120.360001,120.5,112.5,113.489998,111.950645,182274400,AAPL
238,238,2020-09-11,114.57,115.230003,110.0,112.0,110.48085,180860300,AAPL
239,239,2020-09-14,114.720001,115.93,112.800003,115.360001,113.79528,140150100,AAPL
240,240,2020-09-15,118.330002,118.830002,113.610001,115.540001,113.972847,184642000,AAPL
241,241,2020-09-16,115.230003,116.0,112.040001,112.129997,110.609085,154679000,AAPL
242,242,2020-09-17,109.720001,112.199997,108.709999,110.339996,108.843369,178011000,AAPL
243,243,2020-09-18,110.400002,110.879997,106.089996,106.839996,105.390839,287104900,AAPL
244,244,2020-09-21,104.540001,110.190002,103.099998,110.080002,108.586899,195713800,AAPL
245,245,2020-09-22,112.68,112.860001,109.160004,111.809998,110.293434,183055400,AAPL
246,246,2020-09-23,111.620003,112.110001,106.769997,107.120003,105.667061,150718700,AAPL
247,247,2020-09-24,105.169998,110.25,105.0,108.220001,106.752129,167743300,AAPL
248,248,2020-09-25,108.43,112.440002,107.669998,112.279999,110.75705,149981400,AAPL
249,249,2020-09-28,115.010002,115.32,112.779999,114.959999,113.400703,137672400,AAPL
250,250,2020-09-29,114.550003,115.309998,113.57,114.089996,112.542511,99382200,AAPL
251,251,2020-09-30,113.790001,117.260002,113.620003,115.809998,114.239182,142675200,AAPL
252,252,2020-10-01,117.639999,117.720001,115.830002,116.790001,115.205887,116120400,AAPL
253,253,2020-10-02,112.889999,115.370003,112.220001,113.019997,111.487007,144712000,AAPL
254,254,2020-10-05,113.910004,116.650002,113.550003,116.5,114.919815,106243800,AAPL
255,255,2020-10-06,115.699997,116.120003,112.25,113.160004,111.625114,161498200,AAPL
256,256,2020-10-07,114.620003,115.550003,114.129997,115.080002,113.519081,96849000,AAPL
257,257,2020-10-08,116.25,116.400002,114.589996,114.970001,113.410576,83477200,AAPL
258,258,2020-10-09,115.279999,117.0,114.919998,116.970001,115.383446,100506900,AAPL
259,259,2020-10-12,120.059998,125.18,119.279999,124.400002,122.712662,240226800,AAPL
260,260,2020-10-13,125.269997,125.389999,119.650002,121.099998,119.457413,262330500,AAPL
261,261,2020-10-14,121.0,123.029999,119.620003,121.190002,119.546204,150712000,AAPL
262,262,2020-10-15,118.720001,121.199997,118.150002,120.709999,119.072708,112559200,AAPL
263,263,2020-10-16,121.279999,121.550003,118.809998,119.019997,117.405632,115393800,AAPL
264,264,2020-10-19,119.959999,120.419998,115.660004,115.980003,114.406868,120639300,AAPL
265,265,2020-10-20,116.199997,118.980003,115.629997,117.510002,115.916115,124423700,AAPL
266,266,2020-10-21,116.669998,118.709999,116.449997,116.870003,115.284805,89946000,AAPL
267,267,2020-10-22,117.449997,118.040001,114.589996,115.75,114.179993,101988000,AAPL
268,268,2020-10-23,116.389999,116.550003,114.279999,115.040001,113.479614,82572600,AAPL
269,269,2020-10-26,114.010002,116.550003,112.879997,115.050003,113.489471,111850700,AAPL
270,270,2020-10-27,115.489998,117.279999,114.540001,116.599998,115.018456,92276800,AAPL
271,271,2020-10-28,115.050003,115.43,111.099998,111.199997,109.691696,143937800,AAPL
272,272,2020-10-29,112.370003,116.93,112.199997,115.32,113.755829,146129200,AAPL
273,273,2020-10-30,111.059998,111.989998,107.720001,108.860001,107.383446,190272600,AAPL
274,274,2020-11-02,109.110001,110.68,107.32,108.769997,107.29467,122866900,AAPL
275,275,2020-11-03,109.660004,111.489998,108.730003,110.440002,108.942024,107624400,AAPL
276,276,2020-11-04,114.139999,115.589996,112.349998,114.949997,113.390839,138235500,AAPL
277,277,2020-11-05,117.949997,119.620003,116.870003,119.029999,117.415489,126387100,AAPL
278,278,2020-11-06,118.32,119.199997,116.129997,118.690002,117.282112,114457900,AAPL
279,279,2020-11-09,120.5,121.989998,116.050003,116.32,114.940208,154515300,AAPL
280,280,2020-11-10,115.550003,117.589996,114.129997,115.970001,114.594368,138023400,AAPL
281,281,2020-11-11,117.190002,119.629997,116.440002,119.489998,118.072609,112295000,AAPL
282,282,2020-11-12,119.620003,120.529999,118.57,119.209999,117.795937,103162300,AAPL
283,283,2020-11-13,119.440002,119.669998,117.870003,119.260002,117.845337,81581900,AAPL
284,284,2020-11-16,118.919998,120.989998,118.150002,120.300003,118.873001,91183000,AAPL
285,285,2020-11-17,119.550003,120.669998,118.959999,119.389999,117.973801,74271000,AAPL
286,286,2020-11-18,118.610001,119.82,118.0,118.029999,116.629936,76322100,AAPL
287,287,2020-11-19,117.589996,119.059998,116.809998,118.639999,117.232697,74113000,AAPL
288,288,2020-11-20,118.639999,118.769997,117.290001,117.339996,115.948105,73604300,AAPL
289,289,2020-11-23,117.18,117.620003,113.75,113.849998,112.499519,127959300,AAPL
290,290,2020-11-24,113.910004,115.849998,112.589996,115.169998,113.803856,113874200,AAPL
291,291,2020-11-25,115.550003,116.75,115.169998,116.029999,114.653664,76499200,AAPL
292,292,2020-11-27,116.57,117.489998,116.220001,116.589996,115.207016,46691300,AAPL
293,293,2020-11-30,116.970001,120.970001,116.809998,119.050003,117.63784,169410200,AAPL
294,294,2020-12-01,121.010002,123.470001,120.010002,122.720001,121.264297,127728200,AAPL
295,295,2020-12-02,122.019997,123.370003,120.889999,123.080002,121.620033,89004200,AAPL
296,296,2020-12-03,123.519997,123.779999,122.209999,122.940002,121.481697,78967600,AAPL
297,297,2020-12-04,122.599998,122.860001,121.519997,122.25,120.799866,78260400,AAPL
298,298,2020-12-07,122.309998,124.57,122.25,123.75,122.282082,86712000,AAPL
299,299,2020-12-08,124.370003,124.980003,123.089996,124.379997,122.904602,82225500,AAPL
300,300,2020-12-09,124.529999,125.949997,121.0,121.779999,120.335449,115089200,AAPL
301,301,2020-12-10,120.5,123.870003,120.150002,123.239998,121.778137,81312200,AAPL
302,302,2020-12-11,122.43,122.760002,120.550003,122.410004,120.957977,86939800,AAPL
303,303,2020-12-14,122.599998,123.349998,121.540001,121.779999,120.335449,79184500,AAPL
304,304,2020-12-15,124.339996,127.900002,124.129997,127.879997,126.363098,157243700,AAPL
305,305,2020-12-16,127.410004,128.369995,126.559998,127.809998,126.293922,98208600,AAPL
306,306,2020-12-17,128.899994,129.580002,128.039993,128.699997,127.17337,94359800,AAPL
307,307,2020-12-18,128.960007,129.100006,126.120003,126.660004,125.15757,192541500,AAPL
308,308,2020-12-21,125.019997,128.309998,123.449997,128.229996,126.708939,121251600,AAPL
309,309,2020-12-22,131.610001,134.410004,129.649994,131.880005,130.315628,168904800,AAPL
310,310,2020-12-23,132.160004,132.429993,130.779999,130.960007,129.40657,88223700,AAPL
311,311,2020-12-24,131.320007,133.460007,131.100006,131.970001,130.404572,54930100,AAPL
